-0.04328114	0.009213299	-0.16992716	-0.079297826	-0.010019581	-0.1010699	-0.052077956	-0.13067031	0.07799531	0.06319735	-0.11857915	0.1405194	0.08387143	-0.08261276	0.0037810775	0.018670475
-0.110036515	0.025973158	-0.22180599	-0.03263421	0.08658924	-0.0048845033	-0.014470654	-0.1628242	0.03477025	0.024496516	-0.22872677	0.1517907	0.061861277	-0.11866888	0.088245854	0.047196865
-0.027400726	0.07128162	-0.18202217	0.061528437	0.08357295	0.0046754815	-0.07566283	-0.0836863	-0.051525272	-0.038344394	-0.13931704	0.06652757	-0.03237155	-0.10963047	0.06331139	-0.022359462
-0.07224533	-0.017730042	-0.23985022	-0.03364184	0.01783249	-0.07620933	-0.07599919	-0.16542481	0.012760355	0.0073610595	-0.22870095	0.16624148	0.08660587	-0.16548611	0.0852207	0.07592549
0.014040638	0.0033177566	-0.10928794	-0.0010720188	0.033140022	-0.025535444	-0.061064728	-0.19883655	0.06375938	0.0452702	-0.15182146	0.16246042	0.061454955	-0.079735965	0.091649525	0.07819868
-0.03488473	-0.014001399	-0.16928732	-0.03829828	0.046414714	-0.09270861	-0.019694693	-0.13280271	-0.018115439	0.0042187893	-0.13027278	0.11569683	0.030976256	-0.11484624	0.018705085	0.08322325
-0.02600449	0.014105475	-0.12295392	0.03978337	0.105499856	-0.0005127479	-0.01927252	-0.08581812	-0.01607726	0.0045778113	-0.1470272	0.10759503	0.01881265	-0.1453797	0.06822706	0.05242264
-0.06394324	0.014730215	-0.13103801	0.028248357	-0.015920497	-0.0011870571	-0.01955659	-0.06467426	-0.019267233	0.0019988301	-0.08682614	0.12431206	0.07386514	-0.06858791	0.047362812	0.07182659
-0.11222648	0.021483555	-0.18328816	0.09345473	0.09859515	0.0901417	-0.088074334	-0.07050972	-0.07898957	-0.03222175	-0.15682985	0.024706855	0.0016091774	-0.11745184	0.18831158	-0.090379976
-0.057669155	-0.04957972	-0.14164926	0.00415157	0.06953356	-0.05205503	0.005994169	-0.1137284	-0.05234174	0.019978434	-0.14555837	0.05843162	0.044701353	-0.117635265	0.022846963	-0.0041834693
